3
10000000.000000
#0
5.000000e+23	-3.061464e+06	4.649495e+05	-3.033692e+06	4.138310e+01	8.630634e+02	6.052431e+02
5.000000e+23	-6.736961e+05	-2.372356e+06	4.130528e+06	8.071841e+02	2.886441e+02	7.564623e+02
5.000000e+23	4.048738e+06	-6.157109e+05	-1.449629e+04	4.416028e+01	6.040223e+02	7.107456e+02
#50
5.000000e+23	-3.052763e+06	5.934255e+05	-2.940367e+06	7.399524e+01	8.501866e+02	6.383379e+02
5.000000e+23	-5.510478e+05	-2.327567e+06	4.240393e+06	8.280022e+02	3.085256e+02	7.086792e+02
5.000000e+23	4.051383e+06	-5.256232e+05	9.320011e+04	-9.271406e+00	5.970151e+02	7.254432e+02
#100
5.000000e+23	-3.039162e+06	7.199595e+05	-2.842118e+06	1.067123e+02	8.371674e+02	6.709159e+02
5.000000e+23	-4.252680e+05	-2.279744e+06	4.343065e+06	8.489509e+02	3.290966e+02	6.605281e+02
5.000000e+23	4.045998e+06	-4.366265e+05	2.031658e+05	-6.294030e+01	5.894604e+02	7.410256e+02
#150
5.000000e+23	-3.020641e+06	8.445275e+05	-2.739015e+06	1.396264e+02	8.239710e+02	7.030917e+02
5.000000e+23	-2.963305e+05	-2.228777e+06	4.438473e+06	8.701196e+02	3.504670e+02	6.117793e+02
5.000000e+23	4.032534e+06	-3.488083e+05	3.155417e+05	-1.170282e+02	5.812833e+02	7.576080e+02
#200
5.000000e+23	-2.997161e+06	9.671002e+05	-2.631109e+06	1.728314e+02	8.105598e+02	7.349755e+02
5.000000e+23	-1.641951e+05	-2.174536e+06	4.526507e+06	8.916023e+02	3.727654e+02	5.621840e+02
5.000000e+23	4.010914e+06	-2.622686e+05	4.304879e+05	-1.717227e+02	5.723926e+02	7.753292e+02
#250
5.000000e+23	-2.968672e+06	1.087642e+06	-2.518436e+06	2.064244e+02	7.968924e+02	7.666757e+02
5.000000e+23	-2.880744e+04	-2.116870e+06	4.607022e+06	9.134985e+02	3.961444e+02	5.114659e+02
5.000000e+23	3.981032e+06	-1.771224e+05	5.481874e+05	-2.272209e+02	5.626769e+02	7.943573e+02
#300
5.000000e+23	-2.935108e+06	1.206111e+06	-2.401015e+06	2.405071e+02	7.829235e+02	7.983009e+02
5.000000e+23	1.099026e+05	-2.055605e+06	4.679824e+06	9.359158e+02	4.207867e+02	4.593111e+02
5.000000e+23	3.942753e+06	-9.350342e+04	6.688509e+05	-2.837321e+02	5.519987e+02	8.148980e+02
#350
5.000000e+23	-2.896387e+06	1.322459e+06	-2.278849e+06	2.751873e+02	7.686022e+02	8.299615e+02
5.000000e+23	2.520220e+05	-1.990535e+06	4.744672e+06	9.589722e+02	4.469149e+02	4.053554e+02
5.000000e+23	3.895908e+06	-1.156825e+04	7.927236e+05	-3.414822e+02	5.401861e+02	8.372051e+02
#400
5.000000e+23	-2.852411e+06	1.436628e+06	-2.151924e+06	3.105804e+02	7.538711e+02	8.617731e+02
5.000000e+23	3.976562e+05	-1.921416e+06	4.801264e+06	9.827979e+02	4.748033e+02	3.491669e+02
5.000000e+23	3.840293e+06	6.849741e+04	9.200931e+05	-4.007168e+02	5.270220e+02	8.615958e+02
#450
5.000000e+23	-2.803063e+06	1.548552e+06	-2.020208e+06	3.468112e+02	7.386647e+02	8.938578e+02
5.000000e+23	5.469314e+05	-1.847960e+06	4.849227e+06	1.007538e+03	5.047955e+02	2.902220e+02
5.000000e+23	3.775665e+06	1.464709e+05	1.051301e+06	-4.617064e+02	5.122276e+02	8.884719e+02
#500
5.000000e+23	-2.748208e+06	1.658153e+06	-1.883650e+06	3.840157e+02	7.229078e+02	9.263481e+02
5.000000e+23	6.999967e+05	-1.769819e+06	4.888100e+06	1.033355e+03	5.373300e+02	2.278723e+02
